title,year,id,imdb_id,rating
Tangerines,2013,7533,2991224,0
Wastelands,2013,7150,2795478,0
At Middleton,2013,5758,1483324,3
Blackfish,2013,5389,2545118,3
Casse-tete chinois,2013,5021,1937118,3
The Sisters Plotz,2013,4261,2255372,3
Mt. Zion,2013,3883,2580928,1
The Bling Ring,2013,4296,2132285,3
Blue Is the Warmest Color,2013,4704,2278871,3
Bicycling with Moli&egrave;re,2013,6138,2207050,2
The Punk Singer,2013,5518,1785612,3
Last Passenger,2013,5193,1858481,3
42,2013,4054,0453562,2
Moving Mountains,2013,4853,2415174,3
In a World...,2013,4472,2294677,3
Night Train to Lisbon,2013,4891,1654523,1
Star Trek Into Darkness,2013,4127,1408101,1
The Congress,2013,5298,1821641,3
How I Live Now,2013,4925,1894476,3
Parker,2013,4163,1904996,3
Yeh Jawaani Hai Deewani,2013,8745,2178470,3
Pain &amp; Gain,2013,4195,1980209,1
Kill Your Darlings,2013,5362,1311071,1
A Field in England,2013,4608,2375574,0
Fading Gigolo,2013,5428,2258345,2
Bad Words,2013,5460,2170299,2
Family Weekend,2013,4369,1821426,3
The Immigrant,2013,5525,1951181,3
Oldboy,2013,5167,1321511,2
Vino Veritas,2013,7783,1647413,3
Her,2013,4860,1798709,2
The 100-Year-Old Man Who Climbed Out the Window and Disappeared,2013,5272,2113681,1
Lovelace,2013,4583,1426329,3
Warm Bodies,2013,3862,1588173,2
Vi ar bast!,2013,4647,2364975,3
Filth,2013,4681,1450321,1
CBGB,2013,8920,1786751,1
Beltracchi: The Art of Forgery,2013,5142,3212568,1
Ender’s Game,2013,4753,1731141,2
Very Good Girls,2013,7716,1931602,3
The Last of Robin Hood,2013,6966,2450440,3
The Kings of Summer,2013,5576,2179116,2
The Best Man Holiday,2013,5215,2083355,3
Percy Jackson: Sea of Monsters,2013,4906,1854564,3
Uitgesproken,2013,7139,3348476,1
A Good Day to Die Hard,2013,4975,1606378,1
Justice League: The Flashpoint Paradox,2013,7207,2820466,2
Some Girl(s),2013,5114,2201221,1
Touchy Feely,2013,5507,2364949,3
Concussion,2013,4840,2296697,3
Elysium,2013,4460,1535108,3
The Spectacular Now,2013,5987,1714206,2
Insidious: Chapter 2,2013,4879,2226417,2
Mud,2013,4115,1935179,1
The Love Punch,2013,5754,2234261,3
The Machine,2013,5787,2317225,3
Baggage Claim,2013,4661,1171222,3
Hross i oss,2013,6100,3074732,3
Side Effects,2013,3913,2053463,3
Nymphomaniac: Volume 2,2013,5121,2382009,3
Best Friends Forever,2013,5156,2224073,3
Witching and Bitching,2013,4768,2404738,3
Iron Man 3,2013,4090,1300854,3
A Haunted House,2013,8306,2243537,3
The Last Keepers,2013,4887,1716767,3
Coherence,2013,6686,2866360,3
The Hobbit: The Desolation of Smaug,2013,4921,1170358,3
Stalingrad,2013,6750,1966566,1
Jack and the Cuckoo-Clock Heart,2013,6377,1181840,3
After Earth,2013,4191,1815862,1
Zum Geburtstag,2013,4604,2865802,2
The Purge,2013,4225,2184339,3
Identity Thief,2013,3886,2024432,2
About Time,2013,4707,2194499,3
The Princess Twins of Legendale,2013,5861,3122122,3
Sharknado,2013,4365,2724064,3
Jug Face,2013,8101,2620736,3
The Host,2013,4023,1517260,3
Welcome to the Punch,2013,4433,1684233,1
The Crown and the Dragon,2013,4440,1913178,3
I Give it a Year,2013,5268,2244901,3
Upstream Color,2013,6693,2084989,0
Summer League,2013,4514,2585078,3
Wrong Cops,2013,5670,2166616,1
The Hit Girl,2013,4166,2651924,3
Before Midnight,2013,4272,2209418,3
Captain Phillips,2013,4677,1535109,1
Mary and Martha,2013,4306,2284766,3
The Wine of Summer,2013,4715,2066133,3
The Incredible Burt Wonderstone,2013,3996,0790628,1
Maron,2013,6592,2520512,0
Viva la liberta,2013,5203,2523600,1
The Purge: Anarchy,2014,5642,2975578,3
Divergent,2014,5308,1840309,3
Rio 2,2014,5340,2357291,3
Miss Meadows,2014,6600,3128900,3
Foxcatcher,2014,5942,1100089,1
"I, Frankenstein",2014,5218,1418377,1
My Old Lady,2014,6266,2908856,3
While We’re Young,2014,6673,1791682,3
Dolphin Tale 2,2014,8327,2978462,3
Lucy,2014,5650,2872732,3
Angry Video Game Nerd: The Movie,2014,6400,2123146,3
Out of the Dark,2014,7594,2872724,3
Viharsarok,2014,8531,2474310,1
The Book of Life,2014,5850,2262227,3
Perfect Sisters,2014,7692,2027231,3
Maleficent,2014,5510,1587310,3
Comet,2014,6607,2965412,1
Barbie and the Secret Door,2014,5956,3921852,3
Obvious Child,2014,5590,2910274,3
Ask Me Anything,2014,6646,2505294,3
Dawn of the Planet of the Apes,2014,5624,2103281,1
Batman: Assault on Arkham,2014,6341,3139086,3
Need for Speed,2014,5693,2369135,1
Gotham,2014,7499,3749900,3
Learning to Drive,2014,6373,3062976,3
Good People,2014,6035,1361318,3
Hoje Eu Quero Voltar Sozinho,2014,5388,1702014,3
Ein Geschenk der Gotter,2014,5791,3983072,3
Project Almanac,2014,6103,2436386,3
A Million Ways to Die in the West,2014,5517,2557490,2
’71,2014,5159,2614684,0
Electricity,2014,6951,2936470,3
Dolares de arena (Sand Dollars),2014,8605,3958098,3
3 Days to Kill,2014,5192,2172934,3
Transformers: Age of Extinction,2014,5598,2109248,3
Paddington,2014,5997,1109624,3
Blended,2014,5664,1086772,3
The Tempest,2014,9506,3840898,3
"Kumiko, the Treasure Hunter",2014,6348,3263614,3
The Giver,2014,5700,0435651,3
Maps to the Stars,2014,5764,2172584,3
Laggies,2014,5831,2034031,3
The Lego Movie,2014,5132,1490017,3
Mercenaries,2014,6551,3598222,3
God’s Pocket,2014,6178,2920808,1
John Wick,2014,5897,2911666,1
Primero De Enero,2014,6958,3263732,3
The Hunger Games: Mockingjay - Part 1,2014,5931,1951265,3
The Rover,2014,5559,2345737,0
Dracula Untold,2014,8316,0829150,0
Search Party,2014,7898,2758904,2
A Most Violent Year,2014,6117,2937898,3
The Judge,2014,5838,1872194,2
Godzilla,2014,5466,0831387,2
X-Men: Days of Future Past,2014,5499,1877832,1
Before I Go to Sleep,2014,6185,1726592,3
The Scribbler,2014,6220,2396721,3
The Pa Boys,2014,5214,3515892,2
Jane the Virgin,2014,7408,3566726,3
The Babadook,2014,6011,2321549,3
Qu’est-ce qu&#39;on a fait au Bon Dieu?,2014,5680,2800240,3
Barefoot,2014,5409,2355495,3
Zombeavers,2014,6091,2784512,3
The Falling,2014,6499,3294200,3
Big Eyes,2014,6159,1126590,3
Mr. Peabody and Sherman,2014,5221,0864835,1
In the Courtyard,2014,6642,2593224,3
Taken 3,2014,9415,2446042,1
Calvary,2014,5620,2234003,2
Heaven Is For Real,2014,8330,1929263,2
Get On Up,2014,5721,2473602,2
God Help the Girl,2014,5753,2141751,3
Oculus,2014,5416,2388715,3
Selma,2014,5959,1020072,3
Asian School Girls,2014,5594,3421270,3
Frozen in Time,2014,5993,4150316,0
The Houses October Built,2014,6344,1958043,0
Last Shift,2014,7885,2965466,3
The Boxtrolls,2014,5696,0787474,2
River of Fundament,2014,6813,3529612,3
The Other Woman,2014,5423,2203939,3
The Inbetweeners 2,2014,5826,3097204,1
Big Game,2014,6513,2088003,0
Praia do Futuro,2014,5488,2199543,1
Near Death Experience,2014,6208,3800012,0
Into the Woods,2014,6000,2180411,3
Alpha House,2014,5668,3307774,2
"Like Sunday, Like Rain",2014,6724,3104818,3
Gone Girl,2014,5801,2267998,3
Cooties,2014,6488,2490326,1
The Two Faces of January,2014,5495,1976000,3
Vampire Academy,2014,5135,1686821,3
Kraftidioten,2014,5900,2675914,1
The Town That Dreaded Sundown,2014,8162,2561546,3
Gueros,2014,6258,3499048,2
Tammy,2014,5608,2103254,3
Extirpador de Idolatrias,2014,8689,3010990,3
Mommy,2014,6007,3612616,3
Sadilishteto,2014,7066,2199436,1
Our RoboCop Remake,2014,5307,3528906,3
Court,2014,6731,3717068,1
Sora no Otoshimono Final: Eternal My Master,2014,7937,3438514,1
A Brilliant Young Mind,2014,6425,3149038,1
Ei Kiitos,2014,6054,2808680,2
Transcendence,2014,5405,2209764,1
"Ich seh, Ich seh",2014,6459,3086442,0
Wyrmwood: Road of the Dead,2014,6528,2535470,3
The Monuments Men,2014,5144,2177771,0
"Love, Rosie",2014,6188,1638002,3
Conducta,2014,8122,3595966,3
The Skeleton Twins,2014,5535,1571249,3
The Imitation Game,2014,5941,2084970,2
Non-Stop,2014,5217,2024469,3
Land Ho!,2014,7007,3283556,3
The Homesman,2014,5982,2398231,1
Begin Again,2014,5616,1980929,3
Hungry Hearts,2014,6672,3344922,2
Jersey Boys,2014,5649,1742044,2
Veronica Mars,2014,5282,2771372,3
Sin City: A Dame to Kill For,2014,5717,0458481,1
A Long Way Down,2014,5346,0458413,3
Saint Seiya: Legend of Sanctuary,2014,5749,2231489,2
Treehouse,2014,6061,1791681,3
The Equalizer,2014,5782,0455944,1
Cake,2014,6128,3442006,3
Suite francaise,2014,6196,0900387,3
Cuban Fury,2014,6230,2390237,1
300: Rise of an Empire,2014,5256,1253863,1
Love &amp; Mercy,2014,6305,0903657,2
Earth To Echo,2014,8333,2183034,1
The Hundred-Foot Journey,2014,5692,2980648,3
The One I Love,2014,5724,2756032,3
Lies I Told My Little Sister,2014,5353,2287861,3
They Came Together,2014,6034,2398249,3
Pride,2014,5756,3169706,3
Million Dollar Arm,2014,5387,1647668,1
Avis de mistral,2014,5790,3013588,3
Girltrash: All Night Long,2014,7633,1555440,3
Ju-on: Owari no hajimari,2014,6885,3572132,3
Tu Dors Nicole,2014,6509,3483194,3
"Something, Anything",2014,5516,2461126,3
Inherent Vice,2014,5922,1791528,1
What We Do in the Shadows,2014,5597,3416742,1
I Call It Love,2014,7429,4211680,0
Flowers in the Attic,2014,5263,3074694,3
About Last Night,2014,8340,1826590,2
22 Jump St,2014,5663,2294449,2
Cut Bank,2014,6784,1661820,3
La belle et la bete,2014,7575,2316801,3
The Disappearance of Eleanor Rigby: Her,2014,6109,3720788,3
Nosferatu In Love,2014,5458,3457342,0
Magical Girl,2014,6143,3089326,3
Der kleine Drache Kokosnuss,2014,6957,3726220,0
Faults,2014,6989,3021360,3
Wild,2014,5971,2305051,3
Annie,2014,6003,1823664,3
Step Up All In,2014,6421,2626350,2
Zero Motivation,2014,6050,3576084,3
A Walk Among the Tombstones,2014,5770,0365907,1
Annabelle,2014,5804,3322940,3
The Legend of Hercules,2014,5068,1043726,2
East Side Sushi,2014,6491,2340650,3
"Rico, Oskar und die Tieferschatten",2014,5837,1679276,1
Walk of Shame,2014,5465,2463288,3
Lust for Love,2014,6524,2106529,3
Happy Christmas,2014,5870,2955096,3
Feher isten,2014,6219,2844798,3
Before We Go,2014,6996,0443465,3
Leviathan,2014,5978,2802154,3
5 Flights Up,2014,7036,2933544,3
Innocence,2014,6668,1724965,3
St. Vincent,2014,6010,2170593,3
Into the Storm,2014,5679,2106361,3
A Most Wanted Man,2014,5713,1972571,2
A Noite da Virada,2014,6023,4299406,3
Atlas Shrugged: Who Is John Galt?,2014,5745,2800038,3
La cr&egrave;me de la cr&egrave;me,2014,5408,2536428,3
Wish I Was Here,2014,5811,2870708,3
The Normal Heart,2014,6124,1684226,1
El Ni&ntilde;o,2014,6158,2093990,1
Seventh Son,2014,6191,1121096,3
Birdman,2014,5911,2562232,3
Winter’s Tale,2014,5220,1837709,3
Ocho apellidos vascos,2014,6268,2955316,1
Wir sind die Neuen,2014,5619,3777462,3
What We Did on Our Holiday,2014,8361,2725962,3
Teenage Mutant Ninja Turtles,2014,5687,1291150,3
The Woman in Black 2: Angel of Death,2014,6368,2339741,3
Frank,2014,5720,1605717,1
Camp Takota,2014,5349,3097084,3
Golden Era,2014,6773,3696086,2
Whiplash,2014,5818,2582802,1
Brick Mansions,2014,5447,1430612,3
The Gabby Douglas Story,2014,7314,3386954,1
Dear White People,2014,5918,2235108,3
The Lookalike,2014,7849,2497980,3
Fort Tilden,2014,7459,3457734,1
Highway,2014,8739,2980794,0
You’re Not You,2014,6037,1198156,3
Parallels,2014,6139,3479316,3
Neighbors,2014,5487,2004420,3
Rosewater,2014,6545,2752688,1
Jacky in the kingdom of women,2014,8099,2382422,3
Automata,2014,5892,1971325,1
Someone Marry Barry,2014,6207,1978532,2
Ragamuffin,2014,5553,2412568,2
Barbie: The Pearl Princess,2014,5194,3504064,3
Trash,2014,7777,1921149,1
Dead Girls,2014,5633,3560546,3
Let’s Be Cops,2014,5702,1924435,0
The Drop,2014,5734,1600196,1
I Origins,2014,6045,2884206,3
The Riot Club,2014,5766,2717860,1
Ventos de Agosto,2014,7578,3904770,3
Under the Skin,2014,5397,1441395,0
Amazing Spider-Man 2,2014,5429,1872181,1
Une nouvelle amie,2014,6147,3184934,2
Dyke Hard,2014,6180,3570168,3
Der Kleine Medicus - Geheimnisvolle Mission im Korper,2014,5899,3832158,3
When the Game Stands Tall,2014,5709,2247476,1
The Frame,2014,7516,2567038,3
Jongens,2014,7133,3318220,1
Exodus: Gods and Kings,2014,6019,1528100,2
"Two Days, One NIght",2014,6053,2737050,3
Two Night Stand,2014,5807,2140619,3
Starving in Suburbia,2014,5468,3257692,3
The Taking of Deborah Logan,2014,6527,3387648,3
The Salvation,2014,5874,2720680,1
Sex Ed,2014,8957,2751310,3
Lizzie Borden Took An Ax,2014,5175,3118958,3
Phoenix,2014,5940,2764784,3
Boy Meets Girl,2014,6264,3007302,3
Ouija,2014,5981,1204977,3
Unbroken,2014,6013,1809398,0
Queen,2014,5280,3322420,3
Escobar: Paradise Lost,2014,6331,2515030,2
Cesar Chavez,2014,5345,1621046,3
Top Five,2014,6026,2784678,3
Son of Batman,2014,7208,3139072,2
Paper Planes,2014,6501,3328716,1
Le Paradis,2014,5848,3971202,0
Let Us Prey,2014,6534,3148348,3
Out in the Night,2014,8561,3717242,3
Boyhood,2014,5508,1065073,3
Love Is Strange,2014,6195,2639344,2
Magic in the Moonlight,2014,5947,2870756,3
Omoide no Mani (When Marnie Was There),2014,6304,3398268,3
Into the Woods,2014,8702,002180411,3
Creep,2014,7880,2428170,0
The Maze Runner,2014,5755,1790864,1
Tinker Bell and the Legend of the NeverBeast,2014,6440,3120408,3
Mega Shark vs. Mecha Shark,2014,5418,3152098,3
How to Steal a Dog / Gae-leul hoom-chi-neun wan-byeok-han bang-beob,2014,6845,3812402,3
Effie Gray,2014,6476,1605798,3
Hard Corner: Le Film,2014,5450,3638604,1
Grace of Monaco,2014,5515,2095649,3
Fields of the Dead,2014,5157,3186838,3
Night at the Museum: Secret of the Tomb,2014,8236,2692250,1
Justice League: WAR,2014,7428,3060952,3
Alles Inklusive,2014,5327,3469518,3
Housebound,2014,5730,3504048,3
Margarita with a Straw,2014,7537,2929690,3
She’s Funny That Way,2014,6413,1767372,3
Agatha Raisin: The Quiche of Death,2014,6040,4056574,3
Kingsman: The Secret Service,2014,6108,2802144,3
Fury,2014,5862,2713180,1
Happy Valley,2014,8944,3428912,1
Robocop,2014,5164,1234721,2
Hits,2014,6583,3145220,3
The Last Five Years,2014,6252,2474024,1
The Theory of Everything,2014,5970,2980516,3
Guardians of the Galaxy,2014,5671,2015381,3
The Expendables 3,2014,5705,2333784,0
Infinitely Polar Bear,2014,6385,1969062,3
Moms’ Night Out,2014,5737,3014666,3
Dohee-ya,2014,6490,3661798,3
Who Am I - Kein System ist sicher,2014,5836,3042408,2
Ride Along,2014,5104,1408253,0
Interstellar,2014,5902,0816692,3
Haider,2014,7713,3390572,2
Edge of Tomorrow,2014,5529,1631867,1
Turist,2014,5936,3630276,3
A coup sur,2014,5566,2545186,2
This Is Where I Leave You,2014,5977,1371150,2
Mr. Turner,2014,6009,2473794,1
Wicked Blood,2014,5643,2761578,3
Jimmy’s Hall,2014,5678,3110960,1
Stretch,2014,6765,2494280,1
Alex of Venice,2014,9162,2977090,3
Better Living Through Chemistry,2014,7974,1609479,1
Anatomy of a Love Seen,2014,7203,3546114,3
The Quiet Hour,2014,6831,2645188,3
My Little Pony: Equestria Girls - Rainbow Rocks,2014,5810,3529198,3
Still the Water,2014,6906,3230162,3
Welcome to Me,2014,6225,2788716,3
Penguins of Madagascar,2014,5950,1911658,0
Paranormal Activity: The Marked Ones,2014,5219,2473682,2
How to Train Your Dragon 2,2014,5618,1646971,1
Dumb and Dumber 2,2014,8328,2096672,3
Life Partners,2014,6740,2870808,3
The Quiet Roar,2014,5719,2835536,3
Noah,2014,5348,1959490,3
Beyond the Lights,2014,5817,3125324,3
Unfriended,2014,6504,3713166,3
Clown,2014,7280,1780798,3
Girlhood,2014,6198,3655522,3
About a Girl,2014,5957,3334794,3
Sabotage,2014,5625,1742334,3
Mike and I,2014,6307,3804984,1
Not Cool,2014,6747,3569356,3
Women Aren’t Funny,2014,5726,3992752,3
A Girl Walks Home Alone at Night,2014,6036,2326554,3
Yves Saint Laurent,2014,5421,2707858,2
The Pirate Fairy,2014,5453,2483260,3
Jack Ryan: Shadow Recruit,2014,5090,1205537,1
Chef,2014,5486,2883512,1
Predestination,2014,6172,2397535,3
Unutursam F&#305;s&#305;lda,2014,5924,4114744,2
Pane e burlesque,2014,6247,3284618,3
En duva satt p&aring; en gren och funderade p&aring; tillvaron,2014,5965,1883180,1
Sharknado 2: The Second One,2014,7776,3062074,3
Ek Villain,2014,5599,3175038,2
Nar dyrene drommer,2014,7431,2818178,1
Spring,2014,6690,3395184,0
Hector and the Search for Happiness,2014,5701,1626146,1
As Above So Below,2014,5733,2870612,3
Outcast,2014,6416,1552224,3
Lugen,2014,5765,2618500,3
Joe,2014,5396,2382396,2
Verden venter,2014,7226,4800178,3
The Good Lie,2014,5832,2652092,3
It Follows,2014,6518,3235888,3
Dark Was the Night,2014,6552,2251281,1
My Father Must Die,2014,6179,3368814,3
Relatos salvajes,2014,6256,3011894,3
The Damned Thing,2014,7064,3748076,1
Planes: Fire &amp; Rescue,2014,5674,2980706,1
God’s Not Dead,2014,5337,2528814,3
Black Sea,2014,6423,2261331,0
Eat with Me,2014,6864,2274604,3
American Sniper,2014,6118,2179136,1
"Alexander and the Terrible, Horrible, No Good Very Bad Day",2014,5839,1698641,3
The Last: Naruto the Movie,2014,8119,3717532,2
Big Hero 6,2014,5906,2245084,3
The Adventurer: The Curse of the Midas Box,2014,5207,1376213,1
Thegidi,2014,6263,3565264,2
White Bird in a Blizzard,2014,6025,2238050,3
The Disappearance of Eleanor Rigby: Them,2014,5780,3729920,3
No Good Deed,2014,5813,2011159,3
Draft Day,2014,5442,2223990,2
Mange tes morts,2014,5847,3720802,0
Respire,2014,7275,3365778,3
Der Kreis,2014,8560,3148952,1
Dead Snow 2,2014,5149,2832470,3
The Bag Man,2014,5540,2212008,1
The Single Moms Club,2014,5953,2465140,3
H.,2014,7764,3666210,1
Horrible Bosses 2,2014,8331,2170439,1
Life Of Riley,2014,5689,2751390,2
Amour fou,2014,6743,3003800,2
La isla minima,2014,6370,3253930,2
If I Stay,2014,5722,1355630,3
Captain America: The Winter Soldier,2014,5351,1843866,3
Appropriate Behavior,2014,6032,3077108,3
Still Alice,2014,6066,3316960,3
Belle,2014,5449,2404181,3
Muppets Most Wanted,2014,5482,2281587,1
Nightcrawler,2014,5887,2872718,3
Da Sweet Blood of Jesus,2014,7730,3104930,3
The Grand Budapest Hotel,2014,5229,2278388,1
The Hobbit: The Battle of the Five Armies,2014,5994,2310332,1
Hercules,2014,5661,1267297,2
Ardor,2014,7086,1384925,0
The November Man,2014,5729,2402157,1
The Fault in Our Stars,2014,5456,2582846,3
Young Ones,2014,7254,2693664,1
Clouds of Sils Maria,2014,5927,2452254,3
Pompeii,2014,5196,1921064,3
Date and Switch,2014,8650,1878942,2
That Awkward Moment,2014,5236,1800246,3
The Interview,2014,6001,2788710,1
Deliver Us From Evil,2014,8377,2377322,2
Every Secret Thing,2014,6860,1706598,3
Mostly Ghostly: Have You Met My Ghoulfriend?,2014,5835,3138192,3
Song of the Sea,2014,6182,1865505,3
Citizenfour,2014,5935,4044364,1
Aloft,2014,6994,2494384,3
Point Break,2015,6632,2058673,0
L’antiquaire,2015,6259,4000768,3
This changes everything,2015,6665,1870548,3
Insidious: Chapter 3,2015,6292,3195644,3
Sharknado 3: Oh Hell No!,2015,8352,3899796,3
Little Big Master,2015,6732,4319698,3
Ant-Man,2015,6359,0478970,2
Trust Fund,2015,6393,3969208,3
Batman Unlimited: Animal Instincts,2015,6426,4437640,1
Tjuvheder,2015,7270,4153324,3
The Three Es,2015,6156,4247740,3
600 millas [600 Miles],2015,7305,3685622,0
Carol,2015,6563,2402927,3
The Man Who Knew Infinity,2015,6969,0787524,0
Run All Night,2015,6299,2199571,1
Spotlight,2015,6707,1895587,1
Southpaw,2015,6366,1798684,2
Office,2015,6771,4392726,3
Straight Outta Compton,2015,6435,1398426,1
Sicario,2015,6470,3397884,0
Harbinger Down,2015,6875,3397918,3
Tod den Hippies!! Es lebe der Punk!,2015,6163,3397082,1
Ghosthunters,2015,6197,3711622,3
The Visit,2015,7015,3567288,3
Jurassic World,2015,6306,0369610,3
Hitman: Agent 47,2015,8334,2679042,0
The Ethicist,2015,9142,12145728,3
The Man from U.N.C.L.E.,2015,6407,1638355,3
My Name Is Emily,2015,9210,3319018,3
The Green Inferno,2015,6478,2403021,3
Green Room,2015,6887,4062536,3
The Walk,2015,6510,3488710,1
The Lobster,2015,6614,3464902,3
San Andreas,2015,6281,2126355,3
The Colony,2015,7089,4005402,3
Synchronicity,2015,7890,2049543,2
Until Dawn,2015,6449,2742544,3
A Perfect Day,2015,6926,3577624,2
Creed,2015,6588,3076658,2
The Hateful Eight,2015,6628,3460252,3
Inside Out,2015,6255,2096673,3
Chi-Raq,2015,6660,4594834,3
Woman in Gold,2015,6288,2404425,3
Survivor,2015,7063,3247714,3
Anna Unbound,2015,6696,4069042,3
The Reason I Shop Online,2015,6321,4780834,3
Dofus - Livre 1: Julith,2015,7862,4731504,3
Mustang,2015,6355,3966404,3
Papertowns,2015,6388,3622592,2
Madame Bovary,2015,6422,2334733,2
A Royal Night Out,2015,7197,1837562,3
Miles Ahead,2015,7232,0790770,0
Cinderella,2015,6152,1661199,3
Unexpected,2015,7335,4145304,3
Love the Coopers,2015,6595,2279339,3
Joy,2015,6635,2446980,3
Shaun the Sheep Movie,2015,6329,2872750,0
Full Out,2015,7482,3977462,3
Meadowland,2015,6767,3529656,3
The Martian,2015,6466,3659388,3
The DUFF,2015,6125,1666801,3
Schneider vs. Bax,2015,6532,3430416,2
The Dressmaker,2015,6566,2910904,3
Septembers of Shiraz,2015,6227,3661298,3
The Age of Adaline,2015,6269,1655441,3
Anamolisa,2015,6677,2401878,2
The Four Warriors,2015,6336,4026600,1
Barely Lethal,2015,6369,1731701,3
Life,2015,7916,2948840,3
Throne,2015,6774,4010918,3
Never Let Go,2015,7178,3833474,1
Bloodsucking Bastards,2015,6438,3487994,2
The Wedding Ringer,2015,6065,0884732,3
Steve Jobs,2015,6506,2080374,3
Bad Hair Day,2015,6132,3856042,3
The Blackcoat&#39;s Daughter,2015,8050,3286052,3
Star Wars: The Force Awakens,2015,6610,2488496,3
Man Up,2015,6649,3064298,3
World of Tomorrow,2015,6277,4171032,3
A Walk in the Woods,2015,8675,1178665,2
Advantageous,2015,6685,3090670,3
Queen of Earth,2015,6717,3993894,3
Lavalantula,2015,7502,4060576,3
Next Stop L.A.,2015,6376,4895704,3
Ricki and the Flash,2015,6410,3623726,3
High Rise,2015,8509,0462335,2
brothers of the wind,2015,7253,3532278,0
Mad Max: Fury Road,2015,6242,1392190,3
Pitch Perfect 2,2015,6284,2848292,3
Uncanny,2015,6692,2321502,0
Maend &amp; hons,2015,6316,3877674,1
Grandma,2015,6383,4270516,3
Il racconto dei racconti,2015,6418,3278330,3
Fifty Shades of Grey,2015,6113,2322441,3
The Murder Pact,2015,6521,4298966,3
Home,2015,6148,2224026,3
Halal Love,2015,6961,5105218,3
Bessie,2015,6291,3704352,3
Girls Lost,2015,7832,4425152,3
Nil Battey Sannata,2015,7441,5005684,3
Get Hard,2015,6325,2561572,1
Into the Forest,2015,7102,2625810,3
Sleeping with Other People,2015,7902,3165612,3
Fantastic Four,2015,6392,1502712,0
Riaru onigokko,2015,6866,4439120,3
Vice,2015,6495,3480796,3
John From,2015,9261,3977428,3
Highway to Hellas,2015,8922,4766604,1
Maryland,2015,8079,4085084,0
True Story,2015,6223,2273657,1
The 33,2015,7378,2006295,3
Spy,2015,6265,3079380,3
Battle For Sevastopol,2015,7041,4084744,3
Miss You Already,2015,6706,2245003,3
You’re My Boss,2015,7873,4489160,0
Taxi,2015,6365,4359416,3
Marguerite,2015,6770,4428788,3
Teen Beach 2,2015,6399,3764966,3
Ava’s Possession,2015,7558,3727982,3
The little prince,2015,6434,1754656,3
Just Jim,2015,6469,3291148,1
The Summer of Sangaile,2015,6094,2994832,3
Bridge of Spies,2015,6502,3682448,1
The Great Gilly Hopkins,2015,8703,001226766,3
Terminator Genisys,2015,6340,1340138,0
Intruders,2015,7881,4009278,3
Hrutar,2015,7116,3296658,1
Magic Mike XXL,2015,6372,2268016,3
The VVitch: A New-England Folktale,2015,6777,4263482,3
Shisha no teikoku (Empire of Corpses),2015,8569,4235644,1
The Lady in the Van,2015,6950,3722070,3
Equals,2015,6982,3289728,3
Hidden,2015,6613,2131532,3
Min lilla syster,2015,6752,4093680,3
Parched,2015,7538,3043252,3
Emelie,2015,7993,4503598,3
Baahubali: The Beginning,2015,6855,2631186,1
The 3Tails Movie: A Mermaid Adventure,2015,7672,3391348,3
"Hello, My Name Is Doris",2015,6925,3766394,3
Roald Dahl’s Esio Trot,2015,7327,3205394,1
Room,2015,6584,3170832,3
Focus,2015,6254,2381941,1
Unfinished Business,2015,8259,2358925,2
Jem and the Holograms,2015,7029,3614530,3
Louder Than Bombs,2015,7062,2217859,1
Child 44,2015,6354,1014763,2
Descendants,2015,6386,3440298,3
The Case of Hana and Alice,2015,6823,4125300,3
Burn Burn Burn,2015,8000,3627488,3
Montanha,2015,9257,2662716,1
The Good Dinosaur,2015,6558,1979388,3
Dolly Parton’s Coat of Many Colors,2015,6634,4767274,3
Hedi Schneider steckt fest,2015,6261,3707396,3
Battledream Chronicle,2015,6294,4714032,3
Samurai Warrior Queens,2015,9486,4794188,3
The Gunman,2015,6328,2515034,1
The Second Best Exotic Marigold Hotel,2015,6361,2555736,3
The Wave (B&oslash;lgen),2015,6939,3616916,3
Trumbo,2015,6565,3203606,3
Suffragette,2015,6226,3077214,3
Other Halves,2015,7947,4308714,3
American Ultra,2015,6472,3316948,1
Mortdecai,2015,6098,3045616,1
The Lazarus Effect,2015,6166,2918436,3
Blackhat,2015,6572,2717822,1
Sisters,2015,6609,1850457,3
The Big Short,2015,6648,1596363,1
Drunk Wedding,2015,6275,1950135,2
The Last Witch Hunter,2015,6684,1618442,3
Temp&ecirc;te,2015,6716,3757648,1
Victoria,2015,6343,4226388,0
Irrational Man,2015,6375,3715320,2
Beasts of No Nation,2015,7922,1365050,0
The End of the Tour,2015,6409,3416744,1
Avril et le monde truque,2015,7219,3422078,3
Anguish,2015,6851,3620762,3
The SpongeBob Movie: Sponge Out of Water,2015,6105,2279373,2
Family Fang,2015,6889,2097331,3
Demolition,2015,6985,1172049,1
The Danish Girl,2015,6655,0810819,3
Almost Mercy,2015,6283,3480446,2
La belle saison,2015,7091,4080768,3
Slow Learners,2015,6723,2537390,3
Ted 2,2015,6350,2637276,1
Alvin and the Chipmunks: The Road Chip,2015,8375,2974918,1
London Spy,2015,7541,4108134,1
The Longest Ride,2015,6787,2726560,3
Hotel Transylvania 2,2015,6487,2510894,3
Spectre,2015,6519,2379713,1
Sunset Song,2015,6928,2262161,3
Atrapa la bandera [Capture the Flag],2015,8614,3896100,1
Trainwreck,2015,6357,3152624,3
Tangerine,2015,6390,3824458,3
